date,symbol,gap,prev_close,rank,ma,vwap,fill,stop,target,inverted,entry_ts,entry_px,exit_px,exit_ts,exit_reason,R_dollars,pnl_pct,R_mult
2021-03-10,KOSS,0.40949726,17.9,3.0,ema,premkt,nextopen,pullback,eod,False,2021-03-10 09:45:00,28.649,25.24,2021-03-10 12:35:00,stop,3.4090000000000025,-11.899193689134012,-1.0
2021-03-11,SLE,0.2162162,5.55,5.0,ema,premkt,nextopen,pullback,eod,False,2021-03-11 11:00:00,6.68,6.8811,2021-03-11 15:55:00,eod,0.2599999999999998,3.010479041916181,0.7734615384615402
2021-03-12,ENTX,0.5420792,4.04,1.0,ema,premkt,nextopen,pullback,eod,False,2021-03-12 10:20:00,7.6494,7.3,2021-03-12 10:28:00,stop,0.34940000000000015,-4.5676785107328755,-1.0
2021-03-12,BTCT,0.113360286,2.47,4.0,ema,premkt,nextopen,pullback,eod,False,2021-03-12 10:10:00,2.7098,2.6681,2021-03-12 15:55:00,eod,0.1097999999999999,-1.538858956380551,-0.3797814207650283
2021-03-12,FRSX,0.10041261,7.27,5.0,ema,premkt,nextopen,pullback,eod,False,2021-03-12 09:55:00,8.35,8.13,2021-03-12 10:08:00,stop,0.21999999999999886,-2.6347305389221476,-1.0
2021-03-15,CBAT,0.11213243,5.44,4.0,ema,premkt,nextopen,pullback,eod,False,2021-03-15 10:40:00,6.07,5.930000000000001,2021-03-15 11:12:00,stop,0.13999999999999968,-2.3064250411861553,-1.0
2021-03-16,ERNA,0.1591512,3.77,3.0,ema,premkt,nextopen,pullback,eod,False,2021-03-16 10:05:00,4.67,4.3950000000000005,2021-03-16 10:43:00,stop,0.27499999999999947,-5.888650963597419,-1.0
2021-03-17,AREC,0.21835518,4.26,3.0,ema,premkt,nextopen,pullback,eod,False,2021-03-17 09:55:00,5.2601,4.970000000000001,2021-03-17 10:26:00,stop,0.2900999999999998,-5.515104275584115,-1.0
2021-03-18,OCG,0.29528332,10.6,2.0,ema,premkt,nextopen,pullback,eod,False,2021-03-18 10:15:00,13.58,13.39,2021-03-18 10:20:00,stop,0.1899999999999995,-1.3991163475699508,-1.0
2021-03-18,AYTU,0.12244892,9.8,4.0,ema,premkt,nextopen,pullback,eod,False,2021-03-18 10:10:00,11.428,10.99,2021-03-18 10:55:00,stop,0.4380000000000006,-3.832691634581731,-1.0
2021-03-19,ZKIN,0.19612312,8.77,2.0,ema,premkt,nextopen,pullback,eod,False,2021-03-19 09:50:00,11.2,11.16,2021-03-19 15:55:00,eod,1.1599999999999984,-0.35714285714284477,-0.03448275862068897
2021-03-19,ALEC,0.14214039,17.94,3.0,ema,premkt,nextopen,pullback,eod,False,2021-03-19 11:00:00,21.2,21.0,2021-03-19 11:09:00,stop,0.1999999999999993,-0.9433962264150941,-1.0
2021-03-22,MRKR,0.21487594,2.42,2.0,ema,premkt,nextopen,pullback,eod,False,2021-03-22 10:10:00,2.8187,2.7600000000000002,2021-03-22 10:15:00,stop,0.058699999999999974,-2.082520310781566,-1.0
2021-03-23,RKTO,0.40366971,2.18,2.0,ema,premkt,nextopen,pullback,eod,False,2021-03-23 10:50:00,2.73,2.6900000000000004,2021-03-23 11:16:00,stop,0.03999999999999959,-1.465201465201449,-1.0
2021-03-24,DLPN,0.583197,18.33,1.0,ema,premkt,nextopen,pullback,eod,False,2021-03-24 10:50:00,24.519,24.189999999999998,2021-03-24 10:55:00,stop,0.3290000000000006,-1.341816550430286,-1.0
2021-03-25,QNRX,0.6275072,3.49,1.0,ema,premkt,nextopen,pullback,eod,False,2021-03-25 09:55:00,6.107,5.71,2021-03-25 10:01:00,stop,0.39700000000000024,-6.500736859341738,-1.0
2021-03-25,TWAV,0.10277772,3.6,4.0,ema,premkt,nextopen,pullback,eod,False,2021-03-25 10:00:00,4.0653,4.14,2021-03-25 15:55:00,eod,0.11529999999999951,1.83750276732344,0.6478751084128387
2021-03-26,FTFT,0.117533684,5.19,3.0,ema,premkt,nextopen,pullback,eod,False,2021-03-26 10:25:00,6.14,5.890000000000001,2021-03-26 11:19:00,stop,0.2499999999999991,-4.0716612377850065,-1.0
2021-03-29,EEIQ,0.44516122,15.5,1.0,ema,premkt,nextopen,pullback,eod,False,2021-03-29 09:55:00,23.2881,20.843,2021-03-29 10:25:00,stop,2.4451,-10.499353747192774,-1.0
2021-03-29,FLY,0.26188672,13.25,2.0,ema,premkt,nextopen,pullback,eod,False,2021-03-29 11:00:00,16.84,16.95,2021-03-29 15:55:00,eod,0.08000000000000185,0.6532066508313505,1.3749999999999611
2021-03-29,WKEY,0.13320208,15.24,5.0,ema,premkt,nextopen,pullback,eod,False,2021-03-29 10:00:00,17.27,16.22,2021-03-29 14:25:00,stop,1.0500000000000007,-6.079907353792713,-1.0
2021-04-01,UPC,0.33167088,4.01,1.0,ema,premkt,nextopen,pullback,eod,False,2021-04-01 10:00:00,6.54,5.92,2021-04-01 10:20:00,stop,0.6200000000000001,-9.480122324159023,-1.0
2021-04-01,FTFT,0.29193544,6.2,2.0,ema,premkt,nextopen,pullback,eod,False,2021-04-01 09:55:00,7.6208,7.62,2021-04-01 10:00:00,stop,0.0007999999999999119,-0.010497585555324651,-1.0
2021-04-05,GENI,0.22392833,15.63,1.0,ema,premkt,nextopen,pullback,eod,False,2021-04-05 10:15:00,19.375,19.06,2021-04-05 10:22:00,stop,0.3150000000000013,-1.62580645161291,-1.0
2021-04-05,VVOS,0.15238094,7.35,2.0,ema,premkt,nextopen,pullback,eod,False,2021-04-05 10:00:00,8.4062,9.17,2021-04-05 15:55:00,eod,0.24619999999999997,9.086150698294105,3.102355808285946
2021-04-06,MPU,0.17698348,11.47,2.0,ema,premkt,nextopen,pullback,eod,False,2021-04-06 09:50:00,15.25,14.76,2021-04-06 09:57:00,stop,0.4900000000000002,-3.2131147540983673,-1.0
2021-04-07,TULP,0.10866141,6.35,4.0,ema,premkt,nextopen,pullback,eod,False,2021-04-07 09:55:00,8.25,7.890000000000001,2021-04-07 10:02:00,stop,0.35999999999999943,-4.363636363636358,-1.0
2021-04-12,ZDGE,0.12670708,13.49,1.0,ema,premkt,nextopen,pullback,eod,False,2021-04-12 09:50:00,14.66,14.64,2021-04-12 09:55:00,stop,0.019999999999999574,-0.13642564802182067,-1.0
2021-04-13,RIGL,0.13268614,3.09,1.0,ema,premkt,nextopen,pullback,eod,False,2021-04-13 10:55:00,3.54,3.47,2021-04-13 11:05:00,stop,0.06999999999999984,-1.9774011299435013,-1.0
2021-04-13,EVGN,0.10569477,4.39,3.0,ema,premkt,nextopen,pullback,eod,False,2021-04-13 10:45:00,4.87,4.7459,2021-04-13 10:52:00,stop,0.12410000000000032,-2.5482546201232137,-1.0
2021-04-13,CAN,0.10197866,13.14,4.0,ema,premkt,nextopen,pullback,eod,False,2021-04-13 10:25:00,14.95,14.6758,2021-04-13 12:12:00,stop,0.27419999999999867,-1.8341137123745743,-1.0
2021-04-14,TV,0.14831042,10.12,1.0,ema,premkt,nextopen,pullback,eod,False,2021-04-14 09:55:00,13.25,12.3,2021-04-14 10:48:00,stop,0.9499999999999993,-7.169811320754715,-1.0
2021-04-20,HIND,0.100806475,2.48,3.0,ema,premkt,nextopen,pullback,eod,False,2021-04-20 09:50:00,2.975,2.83,2021-04-20 10:06:00,stop,0.14500000000000002,-4.873949579831938,-1.0
2021-04-21,INTT,0.1624738,9.54,2.0,ema,premkt,nextopen,pullback,eod,False,2021-04-21 09:50:00,11.17,11.6983,2021-04-21 15:55:00,eod,0.27970000000000006,4.729632945389439,1.8888094386843033
2021-04-22,MVIS,0.12441981,12.495,3.0,ema,premkt,nextopen,pullback,eod,False,2021-04-22 10:05:00,13.98,13.5,2021-04-22 10:16:00,stop,0.4800000000000004,-3.433476394849788,-1.0
2021-04-23,SYPR,0.28825617,2.81,1.0,ema,premkt,nextopen,pullback,eod,False,2021-04-23 10:10:00,3.58,3.47,2021-04-23 10:16:00,stop,0.10999999999999988,-3.0726256983240163,-1.0
2021-04-26,OCGN,0.14849436,9.63,1.0,ema,premkt,nextopen,pullback,eod,False,2021-04-26 09:45:00,11.535,11.11,2021-04-26 09:55:00,stop,0.4250000000000007,-3.684438664932821,-1.0
2021-04-26,MVIS,0.11240959,17.97,3.0,ema,premkt,nextopen,pullback,eod,False,2021-04-26 10:15:00,22.275,26.61,2021-04-26 15:55:00,eod,0.8949999999999996,19.461279461279467,4.8435754189944165
2021-04-27,SLNH,0.12774193,7.75,2.0,ema,premkt,nextopen,pullback,eod,False,2021-04-27 10:30:00,9.085,8.78,2021-04-27 10:56:00,stop,0.3050000000000015,-3.3571821684094783,-1.0
2021-04-28,BOXL,0.10245907,2.44,2.0,ema,premkt,nextopen,pullback,eod,False,2021-04-28 10:45:00,2.7574,2.82,2021-04-28 15:55:00,eod,0.0873999999999997,2.2702545876550184,0.7162471395881005
2021-04-29,WVVI,0.3444022,10.245,1.0,ema,premkt,nextopen,pullback,eod,False,2021-04-29 10:20:00,13.67,13.36,2021-04-29 15:13:00,stop,0.3100000000000005,-2.2677395757132457,-1.0
2021-04-29,EZPW,0.11132431,5.21,4.0,ema,premkt,nextopen,pullback,eod,False,2021-04-29 10:00:00,5.728,5.65,2021-04-29 10:12:00,stop,0.0779999999999994,-1.3617318435754089,-1.0
2021-05-03,AIOS,0.11459029,15.01,2.0,ema,premkt,nextopen,pullback,eod,False,2021-05-03 10:15:00,17.06,16.869999999999997,2021-05-03 10:22:00,stop,0.19000000000000128,-1.1137162954279134,-1.0
2021-05-04,BLRX,0.5329155,3.19,1.0,ema,premkt,nextopen,pullback,eod,False,2021-05-04 09:45:00,5.86,4.94,2021-05-04 10:08:00,stop,0.9199999999999999,-15.699658703071673,-1.0
2021-05-04,PRPO,0.2929293,4.95,2.0,ema,premkt,nextopen,pullback,eod,False,2021-05-04 09:45:00,8.4801,7.09,2021-05-04 10:00:00,stop,1.3901000000000003,-16.392495371516848,-1.0
2021-05-04,CNSY,0.15769231,2.6,3.0,ema,premkt,nextopen,pullback,eod,False,2021-05-04 10:05:00,2.7989,2.64,2021-05-04 10:41:00,stop,0.15890000000000004,-5.6772303404909135,-1.0
2021-05-04,STIM,0.13300502,10.15,4.0,ema,premkt,nextopen,pullback,eod,False,2021-05-04 09:45:00,12.09,14.1407,2021-05-04 15:55:00,eod,0.33999999999999986,16.961952026468154,6.031470588235299
2021-05-06,BRN,0.18642116,2.68,3.0,ema,premkt,nextopen,pullback,eod,False,2021-05-06 10:40:00,3.8901,3.49,2021-05-06 10:50:00,stop,0.4000999999999997,-10.285082645690336,-1.0
2021-05-06,AIFC,0.12608695,6.9,4.0,ema,premkt,nextopen,pullback,eod,False,2021-05-06 10:15:00,7.45,7.32,2021-05-06 12:56:00,stop,0.1299999999999999,-1.744966442953022,-1.0
2021-05-07,GPRO,0.11015332,10.44,3.0,ema,premkt,nextopen,pullback,eod,False,2021-05-07 09:50:00,11.95,11.6142,2021-05-07 11:37:00,stop,0.335799999999999,-2.810041841004174,-1.0
2021-05-10,LEDS,0.26030183,7.95,2.0,ema,premkt,nextopen,pullback,eod,False,2021-05-10 09:50:00,11.76,10.65,2021-05-10 10:26:00,stop,1.1099999999999994,-9.438775510204078,-1.0
2021-05-11,DDD,0.1412493,17.77,1.0,ema,premkt,nextopen,pullback,eod,False,2021-05-11 09:55:00,22.3415,23.88,2021-05-11 15:55:00,eod,1.701500000000003,6.8862878499653,0.9042021745518639
2021-05-11,AVTX,0.13842535,2.54,2.0,ema,premkt,nextopen,pullback,eod,False,2021-05-11 10:05:00,2.8773,2.81,2021-05-11 10:14:00,stop,0.06729999999999992,-2.33899836652417,-1.0
2021-05-11,ARQ,0.101511836,4.63,3.0,ema,premkt,nextopen,pullback,eod,False,2021-05-11 09:50:00,5.24,5.13,2021-05-11 10:17:00,stop,0.11000000000000032,-2.0992366412213803,-1.0
2021-05-12,VTAK,0.23493981,3.32,1.0,ema,premkt,nextopen,pullback,eod,False,2021-05-12 09:55:00,6.021,5.04,2021-05-12 11:14:00,stop,0.9809999999999999,-16.292974588938712,-1.0
2021-05-14,BNGO,0.19478452,4.41,1.0,ema,premkt,nextopen,pullback,eod,False,2021-05-14 10:05:00,5.13,5.01,2021-05-14 10:18:00,stop,0.1200000000000001,-2.3391812865497075,-1.0
